شباهت_محتوای_یکتا,فایل الف,فایل ب,عنوان الف,عنوان ب,یکتای الف,یکتای ب,لینک_ورودی_الف,لینک_ورودی_ب
0.559,knowledge-center/kc-compressed-air-system.html,knowledge-center/kc-petrochemical-complex-equipment.html,راهنمای کامل سیستم هوای فشرده صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات مجتمع پتروشیمی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1134,1154,7,4
0.559,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-instrumentation-control-cables.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل کابل‌های ابزار دقیق و کنترل صنعتی,1143,1145,4,5
0.559,knowledge-center/kc-class-900-class-2500.html,knowledge-center/kc-incoterms-2024.html,راهنمای کامل فلنج‌های فشار قوی Class 900 تا Class 2500,راهنمای کامل اینکوترمز (Incoterms) 2024 در تامین تجهیزات صنعتی,1244,1086,4,5
0.559,knowledge-center/kc-class-900-class-2500.html,knowledge-center/kc-gas-dehydration-teg.html,راهنمای کامل فلنج‌های فشار قوی Class 900 تا Class 2500,راهنمای کامل تجهیزات آب‌گیری گاز (Gas Dehydration - TEG),1244,1086,4,3
0.558,knowledge-center/kc-hse.html,knowledge-center/kc-mv-switchgear.html,راهنمای کامل سیستم مدیریت ایمنی (HSE) در صنایع فرایندی,راهنمای کامل تابلوهای برق فشار متوسط (MV Switchgear),1074,1251,4,6
0.558,knowledge-center/kc-api-610.html,knowledge-center/kc-incoterms-2024.html,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,راهنمای کامل اینکوترمز (Incoterms) 2024 در تامین تجهیزات صنعتی,1217,1086,5,5
0.558,knowledge-center/kc-api-610.html,knowledge-center/kc-gas-dehydration-teg.html,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,راهنمای کامل تجهیزات آب‌گیری گاز (Gas Dehydration - TEG),1217,1086,5,3
0.558,knowledge-center/kc-api-610.html,knowledge-center/kc-fcc-unit.html,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,راهنمای کامل تجهیزات کراکینگ کاتالیستی (FCC Unit),1217,1086,5,2
0.558,knowledge-center/kc-cement-industry-equipment.html,knowledge-center/kc-instrumentation-control-cables.html,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل کابل‌های ابزار دقیق و کنترل صنعتی,1147,1145,6,5
0.558,knowledge-center/kc-heat-tracing.html,knowledge-center/kc-hse.html,راهنمای کامل سیستم گرمایش الکتریکی (Heat Tracing) لوله,راهنمای کامل سیستم مدیریت ایمنی (HSE) در صنایع فرایندی,1291,1074,2,4
0.558,knowledge-center/kc-ansi-50-51-87-21.html,knowledge-center/kc-api-617.html,راهنمای کامل رله‌های حفاظتی در تابلو برق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل کمپرسورهای سانتریفیوژ API 617؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1173,1139,8,7
0.558,knowledge-center/kc-class-900-class-2500.html,knowledge-center/kc-ndt.html,راهنمای کامل فلنج‌های فشار قوی Class 900 تا Class 2500,راهنمای کامل تست‌های غیرمخرب (NDT) در پایپینگ؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1244,1088,4,7
0.558,knowledge-center/kc-cctv.html,knowledge-center/kc-class-900-class-2500.html,راهنمای کامل سیستم دوربین مداربسته صنعتی (CCTV),راهنمای کامل فلنج‌های فشار قوی Class 900 تا Class 2500,1088,1244,3,4
0.558,knowledge-center/kc-incoterms-2024.html,knowledge-center/kc-instrumentation-communication-protocols.html,راهنمای کامل اینکوترمز (Incoterms) 2024 در تامین تجهیزات صنعتی,راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1086,1207,5,3
0.558,knowledge-center/kc-gas-dehydration-teg.html,knowledge-center/kc-instrumentation-communication-protocols.html,راهنمای کامل تجهیزات آب‌گیری گاز (Gas Dehydration - TEG),راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1086,1207,3,3
0.558,knowledge-center/kc-fcc-unit.html,knowledge-center/kc-instrumentation-communication-protocols.html,راهنمای کامل تجهیزات کراکینگ کاتالیستی (FCC Unit),راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1086,1207,2,3
0.558,knowledge-center/kc-gc-ph-o2-h2s.html,knowledge-center/kc-plc.html,راهنمای کامل آنالایزرهای فرآیندی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تابلوهای PLC و اتوماسیون صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1157,1153,3,3
0.558,knowledge-center/kc-dcs.html,knowledge-center/kc-mv-switchgear.html,راهنمای کامل سیستم DCS در صنایع فرایندی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تابلوهای برق فشار متوسط (MV Switchgear),1104,1251,4,6
0.558,knowledge-center/kc-intrusion-detection-access-control.html,knowledge-center/kc-pipe-support-steel-structure.html,راهنمای کامل سیستم اعلام سرقت و کنترل دسترسی صنعتی,راهنمای کامل سازه فلزی و ساپورت لوله در خطوط لوله کشی صنعتی,1077,1292,3,4
0.557,knowledge-center/kc-class-900-class-2500.html,knowledge-center/kc-fcc-unit.html,راهنمای کامل فلنج‌های فشار قوی Class 900 تا Class 2500,راهنمای کامل تجهیزات کراکینگ کاتالیستی (FCC Unit),1244,1086,4,2
0.557,knowledge-center/kc-compressed-air-system.html,knowledge-center/kc-gc-ph-o2-h2s.html,راهنمای کامل سیستم هوای فشرده صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل آنالایزرهای فرآیندی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1134,1157,7,3
0.557,knowledge-center/kc-api-610.html,knowledge-center/kc-ndt.html,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,راهنمای کامل تست‌های غیرمخرب (NDT) در پایپینگ؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1217,1088,5,7
0.557,knowledge-center/kc-api-610.html,knowledge-center/kc-cctv.html,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,راهنمای کامل سیستم دوربین مداربسته صنعتی (CCTV),1217,1088,5,3
0.557,knowledge-center/kc-ansi-50-51-87-21.html,knowledge-center/kc-energy-management-oil-gas.html,راهنمای کامل رله‌های حفاظتی در تابلو برق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل مدیریت انرژی در صنایع نفت و گاز؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1173,1124,8,4
0.557,knowledge-center/kc-flare-burner-equipment.html,knowledge-center/kc-gc-ph-o2-h2s.html,راهنمای کامل تجهیزات فلر و مشعل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل آنالایزرهای فرآیندی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1157,1,3
0.557,knowledge-center/kc-instrumentation-communication-protocols.html,knowledge-center/kc-international-supply-contracts.html,راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل قراردادهای تامین بین‌المللی تجهیزات صنعتی,1207,1107,3,10
0.557,knowledge-center/kc-ansi-50-51-87-21.html,knowledge-center/kc-api-618.html,راهنمای کامل رله‌های حفاظتی در تابلو برق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل کمپرسورهای رفت و برگشتی API 618؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1173,1141,8,5
0.557,knowledge-center/a53-pipe-specifications.html,knowledge-center/high-pressure-equipment-guide.html,مشخصات فنی لوله ASTM A53 Gr.B | پیشرو تجهیز فرتاک,راهنمای تجهیزات فشار قوی و فوق‌العاده صنعتی | پیشرو تجهیز فرتاک,576,637,3,3
0.557,knowledge-center/kc-chemical-injection.html,knowledge-center/kc-industrial-power-cable-sizing.html,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),راهنمای کامل کابل‌های قدرت صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1143,1149,4,4
0.557,knowledge-center/kc-cable-tray-cable-duct.html,knowledge-center/kc-chemical-injection.html,راهنمای کامل کانال‌های کابل و سینی کابل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل سیستم تزریق مواد شیمیایی (Chemical Injection),1149,1143,2,4
0.557,knowledge-center/kc-gc-ph-o2-h2s.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل آنالایزرهای فرآیندی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1157,1177,3,7
0.557,knowledge-center/cement-industry-supply-guide.html,knowledge-center/flange-types-complete-guide.html,راهنمای تامین تجهیزات صنایع سیمان | پیشرو تجهیز فرتاک,انواع فلنج صنعتی: WN، SO، Blind و SW | پیشرو تجهیز فرتاک,631,557,8,8
0.557,knowledge-center/kc-instrumentation-communication-protocols.html,knowledge-center/kc-ndt.html,راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تست‌های غیرمخرب (NDT) در پایپینگ؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1207,1088,3,7
0.557,knowledge-center/kc-cement-industry-equipment.html,knowledge-center/kc-crude-oil-products-storage-system.html,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل سیستم ذخیره‌سازی نفت خام و فرآورده‌های نفتی,1147,1148,6,1
0.557,knowledge-center/kc-cctv.html,knowledge-center/kc-instrumentation-communication-protocols.html,راهنمای کامل سیستم دوربین مداربسته صنعتی (CCTV),راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1088,1207,3,3
0.557,knowledge-center/kc-cement-industry-equipment.html,knowledge-center/kc-industrial-power-cable-sizing.html,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل کابل‌های قدرت صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1147,1149,6,4
0.557,knowledge-center/kc-cable-tray-cable-duct.html,knowledge-center/kc-cement-industry-equipment.html,راهنمای کامل کانال‌های کابل و سینی کابل صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات صنایع سیمان؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1149,1147,2,6
0.557,knowledge-center/kc-load-cell.html,knowledge-center/kc-oil-refinery-equipment.html,راهنمای کامل لودسل (Load Cell) و سیستم توزین صنعتی,راهنمای کامل تجهیزات پالایشگاه نفت؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1136,1177,2,7
0.557,knowledge-center/kc-compressed-air-system.html,knowledge-center/kc-instrumentation-communication-protocols.html,راهنمای کامل سیستم هوای فشرده صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل پروتکل‌های ارتباطی ابزار دقیق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1134,1207,7,3
0.556,knowledge-center/kc-api-610.html,knowledge-center/kc-intrusion-detection-access-control.html,راهنمای کامل پمپ‌های سانتریفیوژ فرایندی API 610,راهنمای کامل سیستم اعلام سرقت و کنترل دسترسی صنعتی,1217,1077,5,3
0.556,knowledge-center/kc-class-900-class-2500.html,knowledge-center/kc-hvac.html,راهنمای کامل فلنج‌های فشار قوی Class 900 تا Class 2500,راهنمای کامل سیستم تهویه صنعتی (HVAC) و فن‌های صنعتی,1244,1092,4,3
0.556,knowledge-center/kc-ansi-50-51-87-21.html,knowledge-center/kc-international-marketing-oil-gas.html,راهنمای کامل رله‌های حفاظتی در تابلو برق؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل بازاریابی بین‌المللی در صنایع نفت و گاز,1173,1127,8,5
